Reference Code,PPAs,Description,Expected Result,Performance Indicator,Period of Implementation,PS,MOOE,CO,TOTAL,Person Responsible,Recommended Category
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
3000,Public Handwashing Facility among Public Elementary Schools,To install various handwashing facilities among the Public Elementary Schools of the Barangay for the Elementary pupils.,"Pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.","5,000 pupils of various elementary schools of the barangay will be healthy and are away from various viruses, bacterias, and harmful microorganisms.",25-May,,,1700000,1700000,SK Kagawad Jaynith Tan,Health
